College,Career,Class Nbr,Subject,Catalog Nbr,Title,Class Section,Course ID,Component,Associated Class,Component Units,Facility ID,Meeting Start,Meeting End,Standard Meeting Pattern,Last Name,Initials,Class Status,Enrollment Capacity,Instruction Mode
SCI,UGRD,6233,BIOL,212,Human Anatomy,7,34121,LAB,1,2.00,LSN005,06:00 PM,08:40 PM,MW,DiDomenico,A,A,30,P
SCI,UGRD,6233,BIOL,212,Human Anatomy,7,34121,LAB,1,2.00,LSN005,06:00 PM,08:40 PM,MW,Lonjaret,J,A,30,P
SCI,UGRD,6234,BIOL,212,Human Anatomy,8,34121,LAB,1,2.00,LSN003,08:00 AM,10:40 AM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6235,BIOL,212,Human Anatomy,9,34121,LAB,1,2.00,LSN005,08:00 AM,10:40 AM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6235,BIOL,212,Human Anatomy,9,34121,LAB,1,2.00,LSN005,08:00 AM,10:40 AM,TR,Onah,F,A,30,P
SCI,UGRD,6236,BIOL,212,Human Anatomy,10,34121,LAB,1,2.00,LSN003,11:00 AM,01:40 PM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6236,BIOL,212,Human Anatomy,10,34121,LAB,1,2.00,LSN003,11:00 AM,01:40 PM,TR,Mueller,L,A,30,P
SCI,UGRD,6237,BIOL,212,Human Anatomy,11,34121,LAB,1,2.00,LSN005,11:00 AM,01:40 PM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6237,BIOL,212,Human Anatomy,11,34121,LAB,1,2.00,LSN005,11:00 AM,01:40 PM,TR,Onah,F,A,30,P
SCI,UGRD,6238,BIOL,212,Human Anatomy,12,34121,LAB,1,2.00,LSN003,02:00 PM,04:40 PM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6238,BIOL,212,Human Anatomy,12,34121,LAB,1,2.00,LSN003,02:00 PM,04:40 PM,TR,Mueller,L,A,30,P
SCI,UGRD,6239,BIOL,212,Human Anatomy,13,34121,LAB,1,2.00,LSN005,02:00 PM,04:40 PM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6239,BIOL,212,Human Anatomy,13,34121,LAB,1,2.00,LSN005,02:00 PM,04:40 PM,TR,Belknap,T,A,30,P
SCI,UGRD,6240,BIOL,212,Human Anatomy,14,34121,LAB,1,2.00,LSN003,05:00 PM,07:40 PM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6240,BIOL,212,Human Anatomy,14,34121,LAB,1,2.00,LSN003,05:00 PM,07:40 PM,TR,Marks,A,A,30,P
SCI,UGRD,6241,BIOL,212,Human Anatomy,15,34121,LAB,1,2.00,LSN005,05:00 PM,07:40 PM,TR,DiDomenico,A,A,30,P
SCI,UGRD,6241,BIOL,212,Human Anatomy,15,34121,LAB,1,2.00,LSN005,05:00 PM,07:40 PM,TR,Belknap,T,A,30,P
SCI,UGRD,10329,BIOL,212,Human Anatomy,16,34121,LAB,1,2.00,LSN010,02:00 PM,04:40 PM,MW,DiDomenico,A,A,24,P
SCI,UGRD,10329,BIOL,212,Human Anatomy,16,34121,LAB,1,2.00,LSN010,02:00 PM,04:40 PM,MW,Moler,A,A,24,P
SCI,UGRD,10330,BIOL,212,Human Anatomy,17,34121,LAB,1,2.00,LSN010,11:00 AM,01:40 PM,TR,DiDomenico,A,A,24,P
SCI,UGRD,10330,BIOL,212,Human Anatomy,17,34121,LAB,1,2.00,LSN010,11:00 AM,01:40 PM,TR,Mcdermott,K,A,24,P
SCI,UGRD,6242,BIOL,215,Biostatistics,1,34662,LLC,1,2.00,PG153,01:00 PM,01:50 PM,MW,Miller,L,A,220,P
SCI,UGRD,6243,BIOL,215,Biostatistics,2,34662,LAB,1,1.00,LSN126,08:00 AM,10:40 AM,T,Miller,L,A,29,P
SCI,UGRD,6243,BIOL,215,Biostatistics,2,34662,LAB,1,1.00,LSN126,08:00 AM,10:40 AM,T,Bednard,E,A,29,P
SCI,UGRD,6244,BIOL,215,Biostatistics,3,34662,LAB,1,1.00,LSN126,05:00 PM,07:40 PM,W,Miller,L,A,29,P
SCI,UGRD,6244,BIOL,215,Biostatistics,3,34662,LAB,1,1.00,LSN126,05:00 PM,07:40 PM,W,Goodhew Camacho,I,A,29,P
SCI,UGRD,6245,BIOL,215,Biostatistics,4,34662,LAB,1,1.00,LSN126,08:00 AM,10:40 AM,R,Miller,L,A,29,P
SCI,UGRD,6245,BIOL,215,Biostatistics,4,34662,LAB,1,1.00,LSN126,08:00 AM,10:40 AM,R,Bednard,E,A,29,P
SCI,UGRD,6246,BIOL,215,Biostatistics,5,34662,LAB,1,1.00,LSN126,02:00 PM,04:40 PM,R,,,A,29,P
SCI,UGRD,6246,BIOL,215,Biostatistics,5,34662,LAB,1,1.00,LSN126,02:00 PM,04:40 PM,R,Miller,L,A,29,P
SCI,UGRD,6247,BIOL,215,Biostatistics,6,34662,LAB,1,1.00,LSN126,02:00 PM,04:40 PM,T,Miller,L,A,29,P
SCI,UGRD,6247,BIOL,215,Biostatistics,6,34662,LAB,1,1.00,LSN126,02:00 PM,04:40 PM,T,Duenas,A,A,29,P
SCI,UGRD,6248,BIOL,215,Biostatistics,7,34662,LAB,1,1.00,LSN126,05:00 PM,07:40 PM,T,Miller,L,A,17,P
SCI,UGRD,6248,BIOL,215,Biostatistics,7,34662,LAB,1,1.00,LSN126,05:00 PM,07:40 PM,T,Duenas,A,A,17,P
SCI,UGRD,8912,BIOL,215,Biostatistics,8,34662,LAB,1,1.00,LSN126,02:00 PM,04:40 PM,W,,,A,29,P
SCI,UGRD,8912,BIOL,215,Biostatistics,8,34662,LAB,1,1.00,LSN126,02:00 PM,04:40 PM,W,Miller,L,A,29,P
SCI,UGRD,9107,BIOL,215,Biostatistics,9,34662,LAB,1,1.00,LSN126,05:00 PM,07:40 PM,R,Miller,L,A,29,P
SCI,UGRD,9107,BIOL,215,Biostatistics,9,34662,LAB,1,1.00,LSN126,05:00 PM,07:40 PM,R,Goodhew Camacho,I,A,29,P
SCI,UGRD,7246,BIOL,247,Adv Degree Prog Sci,1,31536,ACT,1,1.00,LSN132,02:00 PM,03:40 PM,F,Paolini,M,A,20,P
SCI,UGRD,6249,BIOL,248,Careers in Biol Sciences,1,31537,LLC,1,1.00,GMCS305,11:00 AM,11:50 AM,F,Paolini,M,A,35,P
SCI,UGRD,6250,BIOL,250A,Topics in Medicine,1,31540,LED,1,1.00,E427,04:00 PM,04:50 PM,M,Martin,E,A,40,P
SCI,UGRD,6251,BIOL,250A,Topics in Medicine,2,31540,LED,2,1.00,NE173,04:00 PM,04:50 PM,T,Martin,E,A,40,P
SCI,UGRD,6262,BIOL,251,Human Anatomy Tch Intern,1,33286,LAB,1,2.00,,,,ARR,DiDomenico,A,A,50,ON
SCI,UGRD,6263,BIOL,261,Human Physiology,1,34122,LEC,1,3.00,OP201,11:00 AM,12:15 PM,TR,Norgard-Sumnicht,K,A,100,P
SCI,UGRD,6264,BIOL,261,Human Physiology,2,34122,LAB,1,1.00,LSN228,02:00 PM,04:40 PM,T,Norgard-Sumnicht,K,A,34,P
SCI,UGRD,8765,BIOL,261,Human Physiology,3,34122,LAB,1,1.00,LSN228,05:00 PM,07:40 PM,T,Norgard-Sumnicht,K,A,33,P
SCI,UGRD,8766,BIOL,261,Human Physiology,4,34122,LAB,1,1.00,LSN228,10:00 AM,12:40 PM,F,Norgard-Sumnicht,K,A,33,P
SCI,UGRD,6265,BIOL,291C,Biostatistics Laboratory,1,34025,LAB,1,1.00,LSN126,08:00 AM,10:40 AM,W,Miller,L,A,27,P
SCI,UGRD,6266,BIOL,291C,Biostatistics Laboratory,2,34025,LAB,2,1.00,LSN126,05:00 PM,07:40 PM,T,Miller,L,A,12,P
SCI,UGRD,6266,BIOL,291C,Biostatistics Laboratory,2,34025,LAB,2,1.00,LSN126,05:00 PM,07:40 PM,T,Duenas,A,A,12,P
SCI,UGRD,11451,BIOL,291C,Biostatistics Laboratory,3,34025,LAB,3,1.00,LSN126,02:00 PM,04:40 PM,M,,,A,29,P
SCI,UGRD,11451,BIOL,291C,Biostatistics Laboratory,3,34025,LAB,3,1.00,LSN126,02:00 PM,04:40 PM,M,Miller,L,A,29,P
SCI,UGRD,6953,BIOL,299,Special Study,1,27712,SUP,1,3.00,,,,ARR,Swinford,P,A,1,P
SCI,UGRD,6953,BIOL,299,Special Study,1,27712,SUP,1,3.00,,,,ARR,Cripps,R,A,1,P
SCI,UGRD,6267,BIOL,307,Biology of Sex,1,8969,LLC,1,3.00,LSS248,12:30 PM,01:45 PM,TR,Sussman,M,A,75,P
SCI,UGRD,11463,BIOL,315,Ecol Human Impacts Envir,1,14660,LLC,1,3.00,LSS244,01:00 PM,01:50 PM,MWF,Xu,X,A,45,P
SCI,UGRD,6268,BIOL,317,World of Dinosaurs,1,37959,LLC,1,3.00,,,,ARR,Ekdale,E,A,100,ON
SCI,UGRD,6270,BIOL,336,Prin of Human Physiology,1,8973,LLC,1,3.00,ENS280,12:30 PM,01:45 PM,TR,DiDomenico,A,A,435,P
SCI,UGRD,6271,BIOL,340A,Preventive Dentistry Prog,1,31545,NNT,1,1.00,LH251,05:30 PM,06:20 PM,M,Parra,K,A,25,P
SCI,UGRD,6272,BIOL,350,General Microbiology,1,9043,LLC,1,2.00,BT161,12:00 PM,12:50 PM,MW,Kalyuzhnaya,M,A,144,P
SCI,UGRD,6273,BIOL,350,General Microbiology,2,9043,LAB,1,2.00,LSN420,09:00 AM,11:40 AM,MW,,,A,24,P
SCI,UGRD,6273,BIOL,350,General Microbiology,2,9043,LAB,1,2.00,LSN420,09:00 AM,11:40 AM,MW,,,A,24,P
SCI,UGRD,6273,BIOL,350,General Microbiology,2,9043,LAB,1,2.00,LSN420,09:00 AM,11:40 AM,MW,Mokili,J,A,24,P
SCI,UGRD,6274,BIOL,350,General Microbiology,3,9043,LAB,1,2.00,LSN420,01:00 PM,03:40 PM,MW,Mokili,J,A,24,P
SCI,UGRD,6274,BIOL,350,General Microbiology,3,9043,LAB,1,2.00,LSN420,01:00 PM,03:40 PM,MW,,,A,24,P
SCI,UGRD,6275,BIOL,350,General Microbiology,4,9043,LAB,1,2.00,LSN420,04:00 PM,06:40 PM,MW,Mokili,J,A,24,P
SCI,UGRD,6275,BIOL,350,General Microbiology,4,9043,LAB,1,2.00,LSN420,04:00 PM,06:40 PM,MW,,,A,24,P
SCI,UGRD,6276,BIOL,350,General Microbiology,5,9043,LAB,1,2.00,LSN420,09:00 AM,11:40 AM,TR,,,A,24,P
SCI,UGRD,6276,BIOL,350,General Microbiology,5,9043,LAB,1,2.00,LSN420,09:00 AM,11:40 AM,TR,Mokili,J,A,24,P
SCI,UGRD,6277,BIOL,350,General Microbiology,6,9043,LAB,1,2.00,LSN420,12:00 PM,02:40 PM,TR,,,A,24,P
SCI,UGRD,6277,BIOL,350,General Microbiology,6,9043,LAB,1,2.00,LSN420,12:00 PM,02:40 PM,TR,Mokili,J,A,24,P
SCI,UGRD,6278,BIOL,350,General Microbiology,7,9043,LAB,1,2.00,LSN420,06:00 PM,08:40 PM,TR,,,A,24,P
SCI,UGRD,6278,BIOL,350,General Microbiology,7,9043,LAB,1,2.00,LSN420,06:00 PM,08:40 PM,TR,Mokili,J,A,24,P
SCI,UGRD,6279,BIOL,351,Genetics,1,37960,LLC,1,3.00,HT140,09:00 AM,09:50 AM,MWF,Capelson,M,A,228,P
SCI,UGRD,6279,BIOL,351,Genetics,1,37960,LLC,1,3.00,HT140,09:00 AM,09:50 AM,MWF,Cripps,R,A,228,P
SCI,UGRD,6280,BIOL,351,Genetics,2,37960,ACT,1,1.00,GMCS327,10:00 AM,11:40 AM,F,Capelson,M,A,35,P
SCI,UGRD,6280,BIOL,351,Genetics,2,37960,ACT,1,1.00,GMCS327,10:00 AM,11:40 AM,F,Cripps,R,A,35,P
SCI,UGRD,6280,BIOL,351,Genetics,2,37960,ACT,1,1.00,GMCS327,10:00 AM,11:40 AM,F,Hastings,R,A,35,P
SCI,UGRD,6281,BIOL,351,Genetics,3,37960,ACT,1,1.00,GMCS327,12:00 PM,01:40 PM,F,Hastings,R,A,35,P
SCI,UGRD,6281,BIOL,351,Genetics,3,37960,ACT,1,1.00,GMCS327,12:00 PM,01:40 PM,F,Capelson,M,A,35,P
SCI,UGRD,6281,BIOL,351,Genetics,3,37960,ACT,1,1.00,GMCS327,12:00 PM,01:40 PM,F,Cripps,R,A,35,P
SCI,UGRD,6282,BIOL,351,Genetics,4,37960,ACT,1,1.00,GMCS329,10:00 AM,11:40 AM,F,Cripps,R,A,35,P
SCI,UGRD,6282,BIOL,351,Genetics,4,37960,ACT,1,1.00,GMCS329,10:00 AM,11:40 AM,F,Capelson,M,A,35,P
SCI,UGRD,6282,BIOL,351,Genetics,4,37960,ACT,1,1.00,GMCS329,10:00 AM,11:40 AM,F,Cruz,V,A,35,P
SCI,UGRD,6283,BIOL,351,Genetics,5,37960,ACT,1,1.00,P145,12:00 PM,01:40 PM,F,Tran,S,A,35,P
SCI,UGRD,6283,BIOL,351,Genetics,5,37960,ACT,1,1.00,P145,12:00 PM,01:40 PM,F,Cripps,R,A,35,P
SCI,UGRD,6283,BIOL,351,Genetics,5,37960,ACT,1,1.00,P145,12:00 PM,01:40 PM,F,Capelson,M,A,35,P
SCI,UGRD,6284,BIOL,351,Genetics,6,37960,ACT,1,1.00,HH218,10:00 AM,11:40 AM,W,Nguyen,T,A,32,P
SCI,UGRD,6284,BIOL,351,Genetics,6,37960,ACT,1,1.00,HH218,10:00 AM,11:40 AM,W,Capelson,M,A,32,P
SCI,UGRD,6284,BIOL,351,Genetics,6,37960,ACT,1,1.00,HH218,10:00 AM,11:40 AM,W,Cripps,R,A,32,P
SCI,UGRD,6286,BIOL,351,Genetics,8,37960,ACT,1,1.00,LSS246,12:00 PM,01:40 PM,F,Cripps,R,A,35,P
SCI,UGRD,6286,BIOL,351,Genetics,8,37960,ACT,1,1.00,LSS246,12:00 PM,01:40 PM,F,Capelson,M,A,35,P
SCI,UGRD,6286,BIOL,351,Genetics,8,37960,ACT,1,1.00,LSS246,12:00 PM,01:40 PM,F,Nguyen,T,A,35,P
SCI,UGRD,6287,BIOL,351,Genetics,9,37960,ACT,1,1.00,LH260,12:00 PM,01:40 PM,F,Capelson,M,A,35,P
SCI,UGRD,6287,BIOL,351,Genetics,9,37960,ACT,1,1.00,LH260,12:00 PM,01:40 PM,F,Cripps,R,A,35,P
SCI,UGRD,6287,BIOL,351,Genetics,9,37960,ACT,1,1.00,LH260,12:00 PM,01:40 PM,F,Cruz,V,A,35,P
SCI,UGRD,9083,BIOL,351,Genetics,10,37960,ACT,1,1.00,LSN134,09:00 AM,10:40 AM,R,Cripps,R,A,35,P
SCI,UGRD,9083,BIOL,351,Genetics,10,37960,ACT,1,1.00,LSN134,09:00 AM,10:40 AM,R,Capelson,M,A,35,P
SCI,UGRD,9083,BIOL,351,Genetics,10,37960,ACT,1,1.00,LSN134,09:00 AM,10:40 AM,R,Cruz,V,A,35,P
SCI,UGRD,10099,BIOL,351,Genetics,12,37960,ACT,1,1.00,P146,10:00 AM,11:40 AM,F,Capelson,M,A,35,P
SCI,UGRD,10099,BIOL,351,Genetics,12,37960,ACT,1,1.00,P146,10:00 AM,11:40 AM,F,Cripps,R,A,35,P
SCI,UGRD,10099,BIOL,351,Genetics,12,37960,ACT,1,1.00,P146,10:00 AM,11:40 AM,F,Tran,S,A,35,P
SCI,UGRD,10280,BIOL,351,Genetics,13,37960,LLC,1,3.00,HT140,08:00 AM,08:50 AM,MWF,Cripps,R,A,123,P
SCI,UGRD,10280,BIOL,351,Genetics,13,37960,LLC,1,3.00,HT140,08:00 AM,08:50 AM,MWF,Capelson,M,A,123,P
SCI,UGRD,10401,BIOL,351,Genetics,14,37960,ACT,1,1.00,M245,12:00 PM,01:40 PM,W,Cripps,R,A,24,P
SCI,UGRD,10401,BIOL,351,Genetics,14,37960,ACT,1,1.00,M245,12:00 PM,01:40 PM,W,Capelson,M,A,24,P
SCI,UGRD,10401,BIOL,351,Genetics,14,37960,ACT,1,1.00,M245,12:00 PM,01:40 PM,W,Tran,S,A,24,P
SCI,UGRD,8557,BIOL,352,Evolution,1,38270,LLC,1,2.00,GMCS333,10:00 AM,10:50 AM,MW,Sukumaran,J,A,270,P
SCI,UGRD,8557,BIOL,352,Evolution,1,38270,LLC,1,2.00,GMCS333,10:00 AM,10:50 AM,MW,Sethuraman,A,A,270,P
SCI,UGRD,8558,BIOL,352,Evolution,2,38270,ACT,1,1.00,LSN235,11:00 AM,12:40 PM,W,Sukumaran,J,A,30,P
SCI,UGRD,8559,BIOL,352,Evolution,3,38270,ACT,1,1.00,LSN235,08:00 AM,09:40 AM,T,Hays,T,A,30,P
SCI,UGRD,8560,BIOL,352,Evolution,4,38270,ACT,1,1.00,LSN235,11:00 AM,12:40 PM,R,Wolfe,J,A,30,P
SCI,UGRD,8561,BIOL,352,Evolution,5,38270,ACT,1,1.00,LSN235,05:00 PM,06:40 PM,W,Sukumaran,J,A,30,P
SCI,UGRD,8562,BIOL,352,Evolution,6,38270,ACT,1,1.00,LSN235,11:00 AM,12:40 PM,T,Wolfe,J,A,30,P
SCI,UGRD,8564,BIOL,352,Evolution,8,38270,ACT,1,1.00,LSN235,08:00 AM,09:40 AM,R,Hays,T,A,30,P
SCI,UGRD,8565,BIOL,352,Evolution,9,38270,ACT,1,1.00,LSN134,10:00 AM,11:40 AM,F,Wolfe,J,A,30,P
SCI,UGRD,11606,BIOL,352,Evolution,10,38270,ACT,1,1.00,LSN134,12:00 PM,01:40 PM,F,,,A,30,P
SCI,UGRD,11263,BIOL,354,Ecol and the Environ,10,33589,LLC,10,3.00,ENS280,08:00 AM,09:15 AM,TR,Xu,X,A,270,P
SCI,UGRD,11263,BIOL,354,Ecol and the Environ,10,33589,LLC,10,3.00,ENS280,08:00 AM,09:15 AM,TR,Long,J,A,270,P
SCI,UGRD,7582,BIOL,358,Experimental Ecology,1,18940,LED,1,1.00,LSN235,01:00 PM,01:50 PM,W,Boone,X,A,30,P
SCI,UGRD,7583,BIOL,358,Experimental Ecology,2,18940,LAB,1,1.00,LSN235,02:00 PM,04:40 PM,W,Boone,X,A,30,P
SCI,UGRD,7584,BIOL,358,Experimental Ecology,3,18940,LED,2,1.00,LSN235,01:00 PM,01:50 PM,T,McNamara,J,A,25,P
SCI,UGRD,7585,BIOL,358,Experimental Ecology,4,18940,LAB,2,1.00,LSN235,02:00 PM,04:40 PM,T,McNamara,J,A,25,P
SCI,UGRD,11411,BIOL,358,Experimental Ecology,5,18940,LED,3,1.00,LSN235,09:00 AM,09:50 AM,F,,,A,30,P
SCI,UGRD,11412,BIOL,358,Experimental Ecology,6,18940,LAB,3,1.00,LSN235,10:00 AM,12:40 PM,F,,,A,30,P
SCI,UGRD,6296,BIOL,366,Cell Biology,1,39423,LLC,1,3.00,FAC1014,11:00 AM,12:15 PM,TR,Haricharan,S,A,200,P
SCI,UGRD,6804,BIOL,366L,Cell Biology Laboratory,1,20380,LAB,1,1.00,LSN415,02:00 PM,04:40 PM,M,Oden,Y,A,32,P
SCI,UGRD,6804,BIOL,366L,Cell Biology Laboratory,1,20380,LAB,1,1.00,LSN415,02:00 PM,04:40 PM,M,Howayer,M,A,32,P
SCI,UGRD,6805,BIOL,366L,Cell Biology Laboratory,2,20380,LAB,2,1.00,LSN415,08:00 AM,10:40 AM,T,Oden,Y,A,32,P
SCI,UGRD,6805,BIOL,366L,Cell Biology Laboratory,2,20380,LAB,2,1.00,LSN415,08:00 AM,10:40 AM,T,Howe,S,A,32,P
SCI,UGRD,6806,BIOL,366L,Cell Biology Laboratory,3,20380,LAB,3,1.00,LSN415,02:00 PM,04:40 PM,T,Oden,Y,A,32,P
SCI,UGRD,6806,BIOL,366L,Cell Biology Laboratory,3,20380,LAB,3,1.00,LSN415,02:00 PM,04:40 PM,T,Shany,D,A,32,P
SCI,UGRD,6807,BIOL,366L,Cell Biology Laboratory,4,20380,LAB,4,1.00,LSN415,02:00 PM,04:40 PM,W,Oden,Y,A,32,P
SCI,UGRD,6807,BIOL,366L,Cell Biology Laboratory,4,20380,LAB,4,1.00,LSN415,02:00 PM,04:40 PM,W,Howayer,M,A,32,P
SCI,UGRD,6808,BIOL,366L,Cell Biology Laboratory,5,20380,LAB,5,1.00,LSN415,08:00 AM,10:40 AM,R,Oden,Y,A,32,P
SCI,UGRD,6808,BIOL,366L,Cell Biology Laboratory,5,20380,LAB,5,1.00,LSN415,08:00 AM,10:40 AM,R,Howe,S,A,32,P
SCI,UGRD,6809,BIOL,366L,Cell Biology Laboratory,6,20380,LAB,6,1.00,LSN415,02:00 PM,04:40 PM,R,Oden,Y,A,32,P
SCI,UGRD,6809,BIOL,366L,Cell Biology Laboratory,6,20380,LAB,6,1.00,LSN415,02:00 PM,04:40 PM,R,Shany,D,A,32,P
SCI,UGRD,6297,BIOL,436,Human Physiology Lab,1,19725,LED,1,1.00,SHW011,01:00 PM,01:50 PM,M,Norgard-Sumnicht,K,A,241,P
SCI,UGRD,6298,BIOL,436,Human Physiology Lab,2,19725,LAB,1,1.00,LSN228,10:00 AM,12:40 PM,W,Norgard-Sumnicht,K,A,36,P
SCI,UGRD,6298,BIOL,436,Human Physiology Lab,2,19725,LAB,1,1.00,LSN228,10:00 AM,12:40 PM,W,Fernandez,R,A,36,P
SCI,UGRD,6299,BIOL,436,Human Physiology Lab,3,19725,LAB,1,1.00,LSN228,01:00 PM,03:40 PM,W,Norgard-Sumnicht,K,A,36,P
SCI,UGRD,6300,BIOL,436,Human Physiology Lab,4,19725,LAB,1,1.00,LSN228,02:00 PM,04:40 PM,R,,,A,36,P
SCI,UGRD,6300,BIOL,436,Human Physiology Lab,4,19725,LAB,1,1.00,LSN228,02:00 PM,04:40 PM,R,Norgard-Sumnicht,K,A,36,P
SCI,UGRD,6301,BIOL,436,Human Physiology Lab,5,19725,LAB,1,1.00,LSN228,01:00 PM,03:40 PM,F,Norgard-Sumnicht,K,A,36,P
SCI,UGRD,6301,BIOL,436,Human Physiology Lab,5,19725,LAB,1,1.00,LSN228,01:00 PM,03:40 PM,F,,,A,36,P
SCI,UGRD,6302,BIOL,436,Human Physiology Lab,6,19725,LAB,1,1.00,LSN228,05:00 PM,07:40 PM,W,Norgard-Sumnicht,K,A,36,P
SCI,UGRD,6303,BIOL,436,Human Physiology Lab,7,19725,LAB,1,1.00,LSN228,05:00 PM,07:40 PM,R,Norgard-Sumnicht,K,A,36,P
SCI,UGRD,6303,BIOL,436,Human Physiology Lab,7,19725,LAB,1,1.00,LSN228,05:00 PM,07:40 PM,R,Fernandez,R,A,36,P
SCI,UGRD,6305,BIOL,459,Plant Biology,1,38509,LLC,1,3.00,AH3177,12:30 PM,01:45 PM,TR,Waters,E,A,60,P
SCI,UGRD,6304,BIOL,462,Zoology,1,38510,LLC,1,3.00,PSFA350,08:00 AM,09:15 AM,TR,Barber,N,A,70,P
SCI,UGRD,11705,BIOL,464,Functional Genomics,1,37962,LAB,1,2.00,LSN324,02:00 PM,04:40 PM,MW,Zeller,R,A,16,P
SCI,UGRD,9939,BIOL,470,Learning Asst Professional Dev,1,41649,LEC,1,3.00,ONLINE,,,,Shaner,M,A,20,HY
SCI,UGRD,9939,BIOL,470,Learning Asst Professional Dev,1,41649,LEC,1,3.00,LH441,12:00 PM,12:50 PM,MF,Shaner,M,A,20,HY
SCI,UGRD,9939,BIOL,470,Learning Asst Professional Dev,1,41649,LEC,1,3.00,LH441,12:00 PM,12:50 PM,MF,Sbeglia,G,A,20,HY
SCI,UGRD,9939,BIOL,470,Learning Asst Professional Dev,1,41649,LEC,1,3.00,ONLINE,,,,Sbeglia,G,A,20,HY
SCI,UGRD,9948,BIOL,470,Learning Asst Professional Dev,2,41649,LEC,2,3.00,LH256,01:00 PM,01:50 PM,MF,Shaner,M,A,20,HY
SCI,UGRD,9948,BIOL,470,Learning Asst Professional Dev,2,41649,LEC,2,3.00,LH256,01:00 PM,01:50 PM,MF,Sbeglia,G,A,20,HY
SCI,UGRD,9948,BIOL,470,Learning Asst Professional Dev,2,41649,LEC,2,3.00,ONLINE,,,,Shaner,M,A,20,HY
SCI,UGRD,9948,BIOL,470,Learning Asst Professional Dev,2,41649,LEC,2,3.00,ONLINE,,,,Sbeglia,G,A,20,HY
SCI,UGRD,11473,BIOL,485,Principles of Immunology,1,32928,LED,1,3.00,GMCS325,01:00 PM,01:50 PM,MWF,Luallen,R,A,37,P
SCI,UGRD,3288,BIOL,495,Special Study,1,39425,SUP,1,3.00,,,,ARR,Cripps,R,A,1,P
SCI,UGRD,6954,BIOL,497,Undergraduate Research,1,39424,SUP,1,3.00,,,,ARR,Cripps,R,A,1,P
SCI,UGRD,6954,BIOL,497,Undergraduate Research,1,39424,SUP,1,3.00,,,,ARR,Swinford,P,A,1,P
SCI,UGRD,6885,BIOL,509,Advanced Evolution,1,38961,LED,1,2.00,LSS269,09:00 AM,09:50 AM,MW,Burns,K,A,17,P
SCI,UGRD,6886,BIOL,509,Advanced Evolution,2,38961,TAC,1,1.00,LSS269,10:00 AM,10:50 AM,MW,Burns,K,A,17,P
SCI,UGRD,9708,BIOL,510,Molecular Evolution,1,38962,LED,1,3.00,LSN101,09:30 PM,10:45 PM,TR,Waters,E,A,40,P
SCI,UGRD,8435,BIOL,515,Marine Invert Biology,1,38965,LED,1,2.00,LSS343,01:00 PM,01:50 PM,MW,Hentschel,B,A,24,P
SCI,UGRD,8436,BIOL,515,Marine Invert Biology,2,38965,LAB,1,2.00,LSS343,02:00 PM,04:40 PM,MW,Hentschel,B,A,24,P
SCI,UGRD,11452,BIOL,518,Biology of Fishes,1,38969,LEC,1,3.00,LSS343,11:00 AM,12:15 PM,TR,Goodbody-Gringley,G,A,24,P
SCI,UGRD,11453,BIOL,518,Biology of Fishes,2,38969,LAB,1,1.00,LSS343,12:40 PM,03:20 PM,R,Goodbody-Gringley,G,A,24,P
SCI,UGRD,6605,BIOL,525,Mammalogy,1,38972,LED,1,2.00,AH3177,11:00 AM,11:50 AM,MW,Hedin,M,A,24,P
SCI,UGRD,6606,BIOL,525,Mammalogy,2,38972,LAB,1,1.00,LSS269,12:00 PM,02:40 PM,W,Hedin,M,A,24,P
SCI,UGRD,9798,BIOL,527,Animal Behavior,1,38974,LED,1,3.00,LH443,08:00 AM,09:15 AM,TR,Miller,L,A,40,P
SCI,UGRD,6810,BIOL,528,Microbial Ecology,1,38975,LED,1,2.00,LSS269,12:00 PM,12:50 PM,TR,Lipson,D,A,24,P
SCI,UGRD,6811,BIOL,528,Microbial Ecology,2,38975,LAB,1,1.00,LSN420,03:00 PM,05:40 PM,R,Lipson,D,A,24,P
SCI,UGRD,6812,BIOL,540,Conservation Ecology,1,38979,LED,1,2.00,LSS270,11:00 AM,11:50 AM,MW,Lai,C,A,24,P
SCI,UGRD,6813,BIOL,540,Conservation Ecology,2,38979,LAB,1,1.00,LSS270,12:00 PM,02:40 PM,M,,,A,12,P
SCI,UGRD,6814,BIOL,540,Conservation Ecology,3,38979,LAB,1,1.00,LSS270,12:00 PM,02:40 PM,W,,,A,12,P
SCI,UGRD,6306,BIOL,542,Ecological Signaling Env,1,38980,LEC,1,3.00,SSW2650,02:00 PM,03:15 PM,MW,Long,J,A,34,P
SCI,UGRD,6307,BIOL,554,Molecular Virology,1,38983,LEC,1,3.00,SH109,03:30 PM,04:45 PM,MW,Luallen,R,A,70,P
SCI,UGRD,6816,BIOL,560,Animal Physiology,1,38986,LED,1,3.00,GMCS314,09:30 AM,10:45 AM,TR,Miller,L,A,50,P
SCI,UGRD,8440,BIOL,567,"Adv Biochem, Cell&Mol Bio",1,38989,LEC,1,4.00,AH3110,09:00 AM,09:50 AM,F,Schrankel,C,A,40,P
