College,Career,Class Nbr,Subject,Catalog Nbr,Title,Class Section,Course ID,Component,Associated Class,Component Units,Facility ID,Meeting Start,Meeting End,Standard Meeting Pattern,Last Name,Initials,Class Status,Enrollment Capacity,Instruction Mode
SCI,UGRD,9619,CHEM,103,Intro Gen Chem w/ Lab,3,41653,LAB,1,1.00,CSL525,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,9620,CHEM,103,Intro Gen Chem w/ Lab,4,41653,LAB,1,1.00,CSL525,11:00 AM,01:40 PM,T,Hofler,A,A,24,P
SCI,UGRD,9620,CHEM,103,Intro Gen Chem w/ Lab,4,41653,LAB,1,1.00,CSL525,11:00 AM,01:40 PM,T,,,A,24,P
SCI,UGRD,9621,CHEM,103,Intro Gen Chem w/ Lab,5,41653,LAB,1,1.00,CSL525,02:00 PM,04:40 PM,T,,,A,24,P
SCI,UGRD,9621,CHEM,103,Intro Gen Chem w/ Lab,5,41653,LAB,1,1.00,CSL525,02:00 PM,04:40 PM,T,Hofler,A,A,24,P
SCI,UGRD,3981,CHEM,160,Introductory Biochemistry,1,834,LEC,1,3.00,GMCS309,08:00 AM,09:15 AM,TR,Huxford,T,A,49,P
SCI,UGRD,6429,CHEM,200,General Chemistry,1,36978,LLC,1,3.00,ENS280,11:00 AM,11:50 AM,MWF,Gu,J,A,327,P
SCI,UGRD,6430,CHEM,200,General Chemistry,2,36978,LED,1,1.00,LH343,08:00 AM,08:50 AM,W,,,A,58,P
SCI,UGRD,6430,CHEM,200,General Chemistry,2,36978,LED,1,1.00,LH343,08:00 AM,08:50 AM,W,Bowles,M,A,58,P
SCI,UGRD,6431,CHEM,200,General Chemistry,3,36978,LED,1,1.00,ENS291,02:00 PM,02:50 PM,W,,,A,60,P
SCI,UGRD,6431,CHEM,200,General Chemistry,3,36978,LED,1,1.00,ENS291,02:00 PM,02:50 PM,W,Bowles,M,A,60,P
SCI,UGRD,6432,CHEM,200,General Chemistry,4,36978,LED,1,1.00,LH345,08:00 AM,08:50 AM,R,,,A,60,P
SCI,UGRD,6432,CHEM,200,General Chemistry,4,36978,LED,1,1.00,LH345,08:00 AM,08:50 AM,R,Bowles,M,A,60,P
SCI,UGRD,6433,CHEM,200,General Chemistry,5,36978,LED,1,1.00,HH221,11:00 AM,11:50 AM,R,,,A,74,P
SCI,UGRD,6433,CHEM,200,General Chemistry,5,36978,LED,1,1.00,HH221,11:00 AM,11:50 AM,R,Bowles,M,A,74,P
SCI,UGRD,6434,CHEM,200,General Chemistry,6,36978,LED,1,1.00,PG153,02:00 PM,02:50 PM,R,,,A,75,P
SCI,UGRD,6434,CHEM,200,General Chemistry,6,36978,LED,1,1.00,PG153,02:00 PM,02:50 PM,R,Bowles,M,A,75,P
SCI,UGRD,6436,CHEM,200,General Chemistry,8,36978,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,M,,,A,24,P
SCI,UGRD,6436,CHEM,200,General Chemistry,8,36978,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,M,Bowles,M,A,24,P
SCI,UGRD,6437,CHEM,200,General Chemistry,9,36978,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,M,,,A,24,P
SCI,UGRD,6437,CHEM,200,General Chemistry,9,36978,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,M,Bowles,M,A,24,P
SCI,UGRD,6438,CHEM,200,General Chemistry,10,36978,LAB,1,1.00,CSL528,08:00 AM,10:40 AM,M,,,A,24,P
SCI,UGRD,6438,CHEM,200,General Chemistry,10,36978,LAB,1,1.00,CSL528,08:00 AM,10:40 AM,M,Bowles,M,A,24,P
SCI,UGRD,6439,CHEM,200,General Chemistry,11,36978,LAB,1,1.00,CSL526,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,6439,CHEM,200,General Chemistry,11,36978,LAB,1,1.00,CSL526,02:00 PM,04:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,6440,CHEM,200,General Chemistry,12,36978,LAB,1,1.00,CSL527,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,6440,CHEM,200,General Chemistry,12,36978,LAB,1,1.00,CSL527,02:00 PM,04:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,6441,CHEM,200,General Chemistry,13,36978,LAB,1,1.00,CSL528,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,6441,CHEM,200,General Chemistry,13,36978,LAB,1,1.00,CSL528,02:00 PM,04:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,6442,CHEM,200,General Chemistry,14,36978,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,T,Bowles,M,A,24,P
SCI,UGRD,6442,CHEM,200,General Chemistry,14,36978,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,T,,,A,24,P
SCI,UGRD,6443,CHEM,200,General Chemistry,15,36978,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,T,,,A,24,P
SCI,UGRD,6443,CHEM,200,General Chemistry,15,36978,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,T,Bowles,M,A,24,P
SCI,UGRD,6445,CHEM,200,General Chemistry,17,36978,LAB,1,1.00,CSL526,11:00 AM,01:40 PM,T,,,A,24,P
SCI,UGRD,6445,CHEM,200,General Chemistry,17,36978,LAB,1,1.00,CSL526,11:00 AM,01:40 PM,T,Bowles,M,A,24,P
SCI,UGRD,6446,CHEM,200,General Chemistry,18,36978,LAB,1,1.00,CSL527,11:00 AM,01:40 PM,T,Bowles,M,A,24,P
SCI,UGRD,6446,CHEM,200,General Chemistry,18,36978,LAB,1,1.00,CSL527,11:00 AM,01:40 PM,T,,,A,24,P
SCI,UGRD,6447,CHEM,200,General Chemistry,19,36978,LAB,1,1.00,CSL528,11:00 AM,01:40 PM,T,,,A,24,P
SCI,UGRD,6447,CHEM,200,General Chemistry,19,36978,LAB,1,1.00,CSL528,11:00 AM,01:40 PM,T,Bowles,M,A,24,P
SCI,UGRD,6448,CHEM,200,General Chemistry,20,36978,LAB,1,1.00,CSL526,02:00 PM,04:40 PM,T,,,A,24,P
SCI,UGRD,6448,CHEM,200,General Chemistry,20,36978,LAB,1,1.00,CSL526,02:00 PM,04:40 PM,T,Bowles,M,A,24,P
SCI,UGRD,6449,CHEM,200,General Chemistry,21,36978,LAB,1,1.00,CSL527,02:00 PM,04:40 PM,T,,,A,24,P
SCI,UGRD,6449,CHEM,200,General Chemistry,21,36978,LAB,1,1.00,CSL527,02:00 PM,04:40 PM,T,Bowles,M,A,24,P
SCI,UGRD,6450,CHEM,200,General Chemistry,22,36978,LAB,2,1.00,CSL528,02:00 PM,04:40 PM,T,,,A,24,P
SCI,UGRD,6450,CHEM,200,General Chemistry,22,36978,LAB,2,1.00,CSL528,02:00 PM,04:40 PM,T,Bowles,M,A,24,P
SCI,UGRD,6452,CHEM,200,General Chemistry,24,36978,LAB,2,1.00,CSL528,05:00 PM,07:40 PM,M,,,A,24,P
SCI,UGRD,6452,CHEM,200,General Chemistry,24,36978,LAB,2,1.00,CSL528,05:00 PM,07:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,6453,CHEM,200,General Chemistry,26,36978,LLC,2,3.00,AL201,02:00 PM,02:50 PM,MWF,Cooksy,A,A,264,P
SCI,UGRD,6454,CHEM,200,General Chemistry,27,36978,LED,2,1.00,PG153,05:00 PM,05:50 PM,R,Bowles,M,A,75,P
SCI,UGRD,6454,CHEM,200,General Chemistry,27,36978,LED,2,1.00,PG153,05:00 PM,05:50 PM,R,,,A,75,P
SCI,UGRD,6456,CHEM,200,General Chemistry,29,36978,LED,2,1.00,P144,05:00 PM,05:50 PM,W,Bowles,M,A,72,P
SCI,UGRD,6456,CHEM,200,General Chemistry,29,36978,LED,2,1.00,P144,05:00 PM,05:50 PM,W,,,A,72,P
SCI,UGRD,6457,CHEM,200,General Chemistry,30,36978,LAB,2,1.00,CSL526,11:00 AM,01:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,6457,CHEM,200,General Chemistry,30,36978,LAB,2,1.00,CSL526,11:00 AM,01:40 PM,M,,,A,24,P
SCI,UGRD,6459,CHEM,200,General Chemistry,32,36978,LAB,2,1.00,CSL528,11:00 AM,01:40 PM,M,,,A,24,P
SCI,UGRD,6459,CHEM,200,General Chemistry,32,36978,LAB,2,1.00,CSL528,11:00 AM,01:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,6464,CHEM,200,General Chemistry,37,36978,LAB,2,1.00,CSL529,05:00 PM,07:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,6464,CHEM,200,General Chemistry,37,36978,LAB,2,1.00,CSL529,05:00 PM,07:40 PM,M,,,A,24,P
SCI,UGRD,7088,CHEM,200,General Chemistry,25,36978,LAB,1,1.00,CSL529,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,7088,CHEM,200,General Chemistry,25,36978,LAB,1,1.00,CSL529,02:00 PM,04:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,7631,CHEM,200,General Chemistry,38,36978,LAB,2,1.00,CSL528,08:00 AM,10:40 AM,T,Bowles,M,A,24,P
SCI,UGRD,7631,CHEM,200,General Chemistry,38,36978,LAB,2,1.00,CSL528,08:00 AM,10:40 AM,T,,,A,24,P
SCI,UGRD,7668,CHEM,200,General Chemistry,41,36978,LAB,2,1.00,CSL529,11:00 AM,01:40 PM,T,Bowles,M,A,24,P
SCI,UGRD,7668,CHEM,200,General Chemistry,41,36978,LAB,2,1.00,CSL529,11:00 AM,01:40 PM,T,,,A,24,P
SCI,UGRD,9059,CHEM,200,General Chemistry,42,36978,LAB,2,1.00,CSL527,11:00 AM,01:40 PM,M,Bowles,M,A,24,P
SCI,UGRD,9059,CHEM,200,General Chemistry,42,36978,LAB,2,1.00,CSL527,11:00 AM,01:40 PM,M,,,A,24,P
SCI,UGRD,9663,CHEM,200,General Chemistry,43,36978,LAB,2,1.00,CSL529,08:00 AM,10:40 AM,T,,,A,24,P
SCI,UGRD,9663,CHEM,200,General Chemistry,43,36978,LAB,2,1.00,CSL529,08:00 AM,10:40 AM,T,Bowles,M,A,24,P
SCI,UGRD,10223,CHEM,200,General Chemistry,44,36978,LED,2,1.00,GMCS324,05:00 PM,05:50 PM,R,Bowles,M,A,60,P
SCI,UGRD,10224,CHEM,200,General Chemistry,45,36978,LAB,2,1.00,CSL529,08:00 AM,10:40 AM,M,,,A,24,P
SCI,UGRD,10224,CHEM,200,General Chemistry,45,36978,LAB,2,1.00,CSL529,08:00 AM,10:40 AM,M,Bowles,M,A,24,P
SCI,UGRD,10260,CHEM,200,General Chemistry,46,36978,LED,2,1.00,GMCS324,05:00 PM,05:50 PM,T,Bowles,M,A,60,P
SCI,UGRD,6500,CHEM,201,General Chemistry,1,32312,LLC,1,3.00,AL201,03:00 PM,03:50 PM,MWF,Lee,Y,A,500,P
SCI,UGRD,6501,CHEM,201,General Chemistry,2,32312,LED,1,1.00,LSS248,08:00 AM,08:50 AM,M,Clare,L,A,60,P
SCI,UGRD,6501,CHEM,201,General Chemistry,2,32312,LED,1,1.00,LSS248,08:00 AM,08:50 AM,M,,,A,60,P
SCI,UGRD,6502,CHEM,201,General Chemistry,3,32312,LED,1,1.00,LSS248,11:00 AM,11:50 AM,M,Clare,L,A,60,P
SCI,UGRD,6502,CHEM,201,General Chemistry,3,32312,LED,1,1.00,LSS248,11:00 AM,11:50 AM,M,,,A,60,P
SCI,UGRD,6503,CHEM,201,General Chemistry,4,32312,LED,1,1.00,LSS248,08:00 AM,08:50 AM,T,,,A,62,P
SCI,UGRD,6503,CHEM,201,General Chemistry,4,32312,LED,1,1.00,LSS248,08:00 AM,08:50 AM,T,Clare,L,A,62,P
SCI,UGRD,6504,CHEM,201,General Chemistry,5,32312,LED,1,1.00,LSN111,08:00 AM,08:50 AM,T,,,A,42,P
SCI,UGRD,6504,CHEM,201,General Chemistry,5,32312,LED,1,1.00,LSN111,08:00 AM,08:50 AM,T,Clare,L,A,42,P
SCI,UGRD,6505,CHEM,201,General Chemistry,6,32312,LED,1,1.00,LH347,04:00 PM,04:50 PM,T,,,A,79,P
SCI,UGRD,6505,CHEM,201,General Chemistry,6,32312,LED,1,1.00,LH347,04:00 PM,04:50 PM,T,Clare,L,A,79,P
SCI,UGRD,6506,CHEM,201,General Chemistry,7,32312,LED,1,1.00,ENS291,05:00 PM,05:50 PM,M,,,A,60,P
SCI,UGRD,6506,CHEM,201,General Chemistry,7,32312,LED,1,1.00,ENS291,05:00 PM,05:50 PM,M,Clare,L,A,60,P
SCI,UGRD,6507,CHEM,201,General Chemistry,8,32312,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,W,,,A,24,P
SCI,UGRD,6507,CHEM,201,General Chemistry,8,32312,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,W,Clare,L,A,24,P
SCI,UGRD,6508,CHEM,201,General Chemistry,9,32312,LAB,1,1.00,CSL529,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,6508,CHEM,201,General Chemistry,9,32312,LAB,1,1.00,CSL529,11:00 AM,01:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6509,CHEM,201,General Chemistry,10,32312,LAB,1,1.00,CSL526,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,6509,CHEM,201,General Chemistry,10,32312,LAB,1,1.00,CSL526,11:00 AM,01:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6510,CHEM,201,General Chemistry,11,32312,LAB,1,1.00,CSL527,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,6510,CHEM,201,General Chemistry,11,32312,LAB,1,1.00,CSL527,11:00 AM,01:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6511,CHEM,201,General Chemistry,12,32312,LAB,1,1.00,CSL529,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,6511,CHEM,201,General Chemistry,12,32312,LAB,1,1.00,CSL529,11:00 AM,01:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6512,CHEM,201,General Chemistry,13,32312,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,6512,CHEM,201,General Chemistry,13,32312,LAB,1,1.00,CSL526,08:00 AM,10:40 AM,R,Clare,L,A,24,P
SCI,UGRD,6513,CHEM,201,General Chemistry,14,32312,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,6513,CHEM,201,General Chemistry,14,32312,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,R,Clare,L,A,24,P
SCI,UGRD,6514,CHEM,201,General Chemistry,15,32312,LAB,1,1.00,CSL529,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,6514,CHEM,201,General Chemistry,15,32312,LAB,1,1.00,CSL529,08:00 AM,10:40 AM,R,Clare,L,A,24,P
SCI,UGRD,6515,CHEM,201,General Chemistry,16,32312,LAB,1,1.00,CSL526,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,6515,CHEM,201,General Chemistry,16,32312,LAB,1,1.00,CSL526,11:00 AM,01:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6516,CHEM,201,General Chemistry,17,32312,LAB,1,1.00,CSL526,02:00 PM,04:40 PM,R,,,A,24,P
SCI,UGRD,6516,CHEM,201,General Chemistry,17,32312,LAB,1,1.00,CSL526,02:00 PM,04:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6517,CHEM,201,General Chemistry,18,32312,LAB,1,1.00,CSL527,02:00 PM,04:40 PM,R,,,A,24,P
SCI,UGRD,6517,CHEM,201,General Chemistry,18,32312,LAB,1,1.00,CSL527,02:00 PM,04:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6518,CHEM,201,General Chemistry,19,32312,LAB,1,1.00,CSL529,02:00 PM,04:40 PM,R,,,A,24,P
SCI,UGRD,6518,CHEM,201,General Chemistry,19,32312,LAB,1,1.00,CSL529,02:00 PM,04:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6519,CHEM,201,General Chemistry,20,32312,LAB,1,1.00,CSL526,05:00 PM,07:40 PM,W,,,A,24,P
SCI,UGRD,6519,CHEM,201,General Chemistry,20,32312,LAB,1,1.00,CSL526,05:00 PM,07:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6520,CHEM,201,General Chemistry,21,32312,LAB,1,1.00,CSL529,05:00 PM,07:40 PM,W,,,A,24,P
SCI,UGRD,6520,CHEM,201,General Chemistry,21,32312,LAB,1,1.00,CSL529,05:00 PM,07:40 PM,W,Clare,L,A,24,P
SCI,UGRD,7220,CHEM,201,General Chemistry,22,32312,LAB,1,1.00,CSL527,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,7220,CHEM,201,General Chemistry,22,32312,LAB,1,1.00,CSL527,11:00 AM,01:40 PM,R,Clare,L,A,24,P
SCI,UGRD,7339,CHEM,201,General Chemistry,23,32312,LED,1,1.00,LH347,05:00 PM,05:50 PM,T,,,A,72,P
SCI,UGRD,7339,CHEM,201,General Chemistry,23,32312,LED,1,1.00,LH347,05:00 PM,05:50 PM,T,Clare,L,A,72,P
SCI,UGRD,7340,CHEM,201,General Chemistry,24,32312,LED,1,1.00,LH347,06:00 PM,06:50 PM,T,,,A,65,P
SCI,UGRD,7340,CHEM,201,General Chemistry,24,32312,LED,1,1.00,LH347,06:00 PM,06:50 PM,T,Clare,L,A,65,P
SCI,UGRD,7341,CHEM,201,General Chemistry,25,32312,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,W,,,A,24,P
SCI,UGRD,7341,CHEM,201,General Chemistry,25,32312,LAB,1,1.00,CSL527,08:00 AM,10:40 AM,W,Clare,L,A,24,P
SCI,UGRD,7342,CHEM,201,General Chemistry,26,32312,LAB,1,1.00,CSL529,05:00 PM,07:40 PM,R,,,A,24,P
SCI,UGRD,7342,CHEM,201,General Chemistry,26,32312,LAB,1,1.00,CSL529,05:00 PM,07:40 PM,R,Clare,L,A,24,P
SCI,UGRD,7343,CHEM,201,General Chemistry,27,32312,LAB,1,1.00,CSL527,05:00 PM,07:40 PM,W,,,A,24,P
SCI,UGRD,7343,CHEM,201,General Chemistry,27,32312,LAB,1,1.00,CSL527,05:00 PM,07:40 PM,W,Clare,L,A,24,P
SCI,UGRD,8939,CHEM,201,General Chemistry,28,32312,LAB,1,1.00,CSL526,05:00 PM,07:40 PM,R,,,A,24,P
SCI,UGRD,8939,CHEM,201,General Chemistry,28,32312,LAB,1,1.00,CSL526,05:00 PM,07:40 PM,R,Clare,L,A,24,P
SCI,UGRD,8940,CHEM,201,General Chemistry,29,32312,LAB,1,1.00,CSL527,05:00 PM,07:40 PM,R,,,A,24,P
SCI,UGRD,8940,CHEM,201,General Chemistry,29,32312,LAB,1,1.00,CSL527,05:00 PM,07:40 PM,R,Clare,L,A,24,P
SCI,UGRD,8941,CHEM,201,General Chemistry,30,32312,LAB,1,1.00,CSL529,08:00 AM,10:40 AM,W,,,A,24,P
SCI,UGRD,8941,CHEM,201,General Chemistry,30,32312,LAB,1,1.00,CSL529,08:00 AM,10:40 AM,W,Clare,L,A,24,P
SCI,UGRD,3982,CHEM,210,Chem Apps of Calc Phys,1,36295,LED,1,1.00,GMCS328,01:00 PM,01:50 PM,M,Mao,Y,A,24,P
SCI,UGRD,6465,CHEM,232,Organic Chemistry,1,29395,LEC,1,3.00,AL201,10:00 AM,10:50 AM,MWF,Cole,T,A,315,P
SCI,UGRD,6851,CHEM,232L,Organic Chemistry Lab,1,13601,LAB,1,1.00,CSL501,11:00 AM,01:40 PM,M,,,A,22,P
SCI,UGRD,6851,CHEM,232L,Organic Chemistry Lab,1,13601,LAB,1,1.00,CSL501,11:00 AM,01:40 PM,M,,,A,22,P
SCI,UGRD,6851,CHEM,232L,Organic Chemistry Lab,1,13601,LAB,1,1.00,CSL501,11:00 AM,01:40 PM,M,,,A,22,P
SCI,UGRD,6851,CHEM,232L,Organic Chemistry Lab,1,13601,LAB,1,1.00,CSL501,11:00 AM,01:40 PM,M,,,A,22,P
SCI,UGRD,6852,CHEM,232L,Organic Chemistry Lab,2,13601,LAB,2,1.00,CSL501,02:00 PM,04:40 PM,M,,,A,22,P
SCI,UGRD,6852,CHEM,232L,Organic Chemistry Lab,2,13601,LAB,2,1.00,CSL501,02:00 PM,04:40 PM,M,,,A,22,P
SCI,UGRD,6852,CHEM,232L,Organic Chemistry Lab,2,13601,LAB,2,1.00,CSL501,02:00 PM,04:40 PM,M,,,A,22,P
SCI,UGRD,6852,CHEM,232L,Organic Chemistry Lab,2,13601,LAB,2,1.00,CSL501,02:00 PM,04:40 PM,M,,,A,22,P
SCI,UGRD,6853,CHEM,232L,Organic Chemistry Lab,3,13601,LAB,3,1.00,CSL501,08:00 AM,10:40 AM,T,,,A,22,P
SCI,UGRD,6853,CHEM,232L,Organic Chemistry Lab,3,13601,LAB,3,1.00,CSL501,08:00 AM,10:40 AM,T,,,A,22,P
SCI,UGRD,6853,CHEM,232L,Organic Chemistry Lab,3,13601,LAB,3,1.00,CSL501,08:00 AM,10:40 AM,T,,,A,22,P
SCI,UGRD,6853,CHEM,232L,Organic Chemistry Lab,3,13601,LAB,3,1.00,CSL501,08:00 AM,10:40 AM,T,,,A,22,P
SCI,UGRD,6854,CHEM,232L,Organic Chemistry Lab,4,13601,LAB,4,1.00,CSL501,11:00 AM,01:40 PM,T,,,A,22,P
SCI,UGRD,6854,CHEM,232L,Organic Chemistry Lab,4,13601,LAB,4,1.00,CSL501,11:00 AM,01:40 PM,T,,,A,22,P
SCI,UGRD,6854,CHEM,232L,Organic Chemistry Lab,4,13601,LAB,4,1.00,CSL501,11:00 AM,01:40 PM,T,,,A,22,P
SCI,UGRD,6854,CHEM,232L,Organic Chemistry Lab,4,13601,LAB,4,1.00,CSL501,11:00 AM,01:40 PM,T,,,A,22,P
SCI,UGRD,6855,CHEM,232L,Organic Chemistry Lab,5,13601,LAB,5,1.00,CSL501,11:00 AM,01:40 PM,W,,,A,22,P
SCI,UGRD,6855,CHEM,232L,Organic Chemistry Lab,5,13601,LAB,5,1.00,CSL501,11:00 AM,01:40 PM,W,,,A,22,P
SCI,UGRD,6855,CHEM,232L,Organic Chemistry Lab,5,13601,LAB,5,1.00,CSL501,11:00 AM,01:40 PM,W,,,A,22,P
SCI,UGRD,6855,CHEM,232L,Organic Chemistry Lab,5,13601,LAB,5,1.00,CSL501,11:00 AM,01:40 PM,W,,,A,22,P
SCI,UGRD,6856,CHEM,232L,Organic Chemistry Lab,6,13601,LAB,6,1.00,CSL501,02:00 PM,04:40 PM,W,,,A,22,P
SCI,UGRD,6856,CHEM,232L,Organic Chemistry Lab,6,13601,LAB,6,1.00,CSL501,02:00 PM,04:40 PM,W,,,A,22,P
SCI,UGRD,6856,CHEM,232L,Organic Chemistry Lab,6,13601,LAB,6,1.00,CSL501,02:00 PM,04:40 PM,W,,,A,22,P
SCI,UGRD,6856,CHEM,232L,Organic Chemistry Lab,6,13601,LAB,6,1.00,CSL501,02:00 PM,04:40 PM,W,,,A,22,P
SCI,UGRD,6857,CHEM,232L,Organic Chemistry Lab,7,13601,LAB,7,1.00,CSL501,08:00 AM,10:40 AM,R,,,A,22,P
SCI,UGRD,6857,CHEM,232L,Organic Chemistry Lab,7,13601,LAB,7,1.00,CSL501,08:00 AM,10:40 AM,R,,,A,22,P
SCI,UGRD,6857,CHEM,232L,Organic Chemistry Lab,7,13601,LAB,7,1.00,CSL501,08:00 AM,10:40 AM,R,,,A,22,P
SCI,UGRD,6857,CHEM,232L,Organic Chemistry Lab,7,13601,LAB,7,1.00,CSL501,08:00 AM,10:40 AM,R,,,A,22,P
SCI,UGRD,6858,CHEM,232L,Organic Chemistry Lab,8,13601,LAB,8,1.00,CSL501,11:00 AM,01:40 PM,R,,,A,22,P
SCI,UGRD,6858,CHEM,232L,Organic Chemistry Lab,8,13601,LAB,8,1.00,CSL501,11:00 AM,01:40 PM,R,,,A,22,P
SCI,UGRD,6858,CHEM,232L,Organic Chemistry Lab,8,13601,LAB,8,1.00,CSL501,11:00 AM,01:40 PM,R,,,A,22,P
SCI,UGRD,6858,CHEM,232L,Organic Chemistry Lab,8,13601,LAB,8,1.00,CSL501,11:00 AM,01:40 PM,R,,,A,22,P
SCI,UGRD,6859,CHEM,232L,Organic Chemistry Lab,9,13601,LAB,9,1.00,CSL228,01:00 PM,03:40 PM,T,,,A,15,P
SCI,UGRD,6859,CHEM,232L,Organic Chemistry Lab,9,13601,LAB,9,1.00,CSL228,01:00 PM,03:40 PM,T,,,A,15,P
SCI,UGRD,6859,CHEM,232L,Organic Chemistry Lab,9,13601,LAB,9,1.00,CSL228,01:00 PM,03:40 PM,T,,,A,15,P
SCI,UGRD,6859,CHEM,232L,Organic Chemistry Lab,9,13601,LAB,9,1.00,CSL228,01:00 PM,03:40 PM,T,,,A,15,P
SCI,UGRD,6860,CHEM,232L,Organic Chemistry Lab,10,13601,LAB,10,1.00,CSL228,01:00 PM,03:40 PM,R,,,A,15,P
SCI,UGRD,6860,CHEM,232L,Organic Chemistry Lab,10,13601,LAB,10,1.00,CSL228,01:00 PM,03:40 PM,R,,,A,15,P
SCI,UGRD,6860,CHEM,232L,Organic Chemistry Lab,10,13601,LAB,10,1.00,CSL228,01:00 PM,03:40 PM,R,,,A,15,P
SCI,UGRD,6860,CHEM,232L,Organic Chemistry Lab,10,13601,LAB,10,1.00,CSL228,01:00 PM,03:40 PM,R,,,A,15,P
SCI,UGRD,9934,CHEM,232L,Organic Chemistry Lab,11,13601,LAB,11,1.00,CSL228,01:00 PM,03:40 PM,M,,,A,15,P
SCI,UGRD,9934,CHEM,232L,Organic Chemistry Lab,11,13601,LAB,11,1.00,CSL228,01:00 PM,03:40 PM,M,,,A,15,P
SCI,UGRD,9934,CHEM,232L,Organic Chemistry Lab,11,13601,LAB,11,1.00,CSL228,01:00 PM,03:40 PM,M,,,A,15,P
SCI,UGRD,9934,CHEM,232L,Organic Chemistry Lab,11,13601,LAB,11,1.00,CSL228,01:00 PM,03:40 PM,M,,,A,15,P
SCI,UGRD,10074,CHEM,232L,Organic Chemistry Lab,13,13601,LAB,13,1.00,CSL501,04:00 PM,06:40 PM,T,,,A,22,P
SCI,UGRD,10074,CHEM,232L,Organic Chemistry Lab,13,13601,LAB,13,1.00,CSL501,04:00 PM,06:40 PM,T,,,A,22,P
SCI,UGRD,10074,CHEM,232L,Organic Chemistry Lab,13,13601,LAB,13,1.00,CSL501,04:00 PM,06:40 PM,T,,,A,22,P
SCI,UGRD,10074,CHEM,232L,Organic Chemistry Lab,13,13601,LAB,13,1.00,CSL501,04:00 PM,06:40 PM,T,,,A,22,P
SCI,UGRD,10334,CHEM,232L,Organic Chemistry Lab,15,13601,LAB,15,1.00,CSL501,04:00 PM,06:40 PM,R,,,A,22,P
SCI,UGRD,10334,CHEM,232L,Organic Chemistry Lab,15,13601,LAB,15,1.00,CSL501,04:00 PM,06:40 PM,R,,,A,22,P
SCI,UGRD,10334,CHEM,232L,Organic Chemistry Lab,15,13601,LAB,15,1.00,CSL501,04:00 PM,06:40 PM,R,,,A,22,P
SCI,UGRD,10334,CHEM,232L,Organic Chemistry Lab,15,13601,LAB,15,1.00,CSL501,04:00 PM,06:40 PM,R,,,A,22,P
SCI,UGRD,6466,CHEM,251,Analytical Chemistry,1,7128,LED,1,3.00,GMCS310,01:00 PM,01:50 PM,MWF,Harrison,C,A,60,P
SCI,UGRD,6467,CHEM,251,Analytical Chemistry,2,7128,LAB,1,2.00,CSL424,08:00 AM,12:40 PM,T,Harrison,C,A,20,P
SCI,UGRD,6468,CHEM,251,Analytical Chemistry,3,7128,LAB,1,2.00,CSL424,01:00 PM,05:40 PM,T,Arnold-Haro,K,A,20,P
